time,brewboiler,serviceboiler,waterlevel,microswitch
0071169328,89.9,123.8,792,0
0071249448,90.0,123.8,792,0
0071339456,90.0,123.9,792,0
0071429484,89.9,123.8,792,0
0071509588,89.9,123.8,792,0
0071589592,90.0,123.9,792,0
0071679680,90.0,123.8,792,0
0071769692,90.1,123.9,792,0
0071849692,90.0,123.8,792,0
0071939816,90.1,123.8,792,0
0072029804,90.1,123.8,792,0
0072119912,90.0,123.8,792,0
0072199912,90.1,123.9,792,0
0072289920,90.0,123.9,792,0
0072380064,90.1,123.8,792,0
0072470192,90.1,123.9,792,0
0072550212,90.1,123.8,792,0
0072640340,90.1,123.9,792,0
0072730368,90.0,123.9,792,0
0072820372,90.1,123.9,792,0
0072900504,90.1,123.9,792,0
0072990524,90.1,123.9,792,0
0073080632,90.1,123.9,792,0
0073160640,90.1,123.9,792,0
0073240784,90.1,124.1,792,0
0073330792,90.1,123.9,792,0
0073420920,90.3,123.9,792,0
0073510924,90.1,123.9,792,0
0073591068,90.3,123.9,792,0
0073681076,90.3,123.9,792,0
0073771084,90.3,123.9,792,0
0073861208,90.3,124.1,792,0
0073941208,90.3,123.9,792,0
0074031232,90.3,124.1,792,0
0074121340,90.3,124.1,792,0
0074211368,90.4,124.1,792,0
0074291468,90.3,124.1,792,0
0074381472,90.3,124.1,792,0
0074471580,90.4,123.9,792,0
0074551584,90.4,124.1,792,0
0074631584,90.4,123.9,792,0
0074721692,90.4,124.1,792,0
0074811696,90.4,124.1,792,0
0074891820,90.4,124.1,792,0
0074981924,90.4,124.1,791,0
0075071952,90.5,124.1,792,0
0075161964,90.4,124.1,792,0
0075242068,90.4,124.1,792,0
0075322068,90.5,124.2,792,0
0075412076,90.5,124.1,792,0
0075502304,90.5,124.1,792,0
0075582316,90.5,124.1,792,0
0075672316,90.5,124.1,791,0
0075762344,90.6,124.1,792,0
0075852452,90.5,124.2,792,0
0075932456,90.5,124.1,792,0
0076022564,90.5,124.1,792,0
0076112592,90.5,124.1,792,0
0076202580,90.6,124.1,792,0
0076282704,90.6,124.2,792,0
0076372788,90.6,124.1,792,0
0076462696,90.6,124.2,792,0
0076552804,90.6,124.1,792,0
0076632912,90.6,124.1,792,0
0076722920,90.6,124.2,792,0
0076813028,90.6,124.1,792,0
0076903032,90.6,124.2,792,0
0076983136,90.7,124.2,792,0
0077073140,90.6,124.2,792,0
0077163148,90.6,124.2,792,0
0077243276,90.7,124.2,792,0
0077323280,90.7,124.2,792,0
0077413268,90.6,124.4,792,0
0077503384,90.6,124.4,792,0
0077583472,90.7,124.2,792,0
0077663476,90.7,124.2,792,0
0077753604,90.7,124.2,792,0
0077843612,90.7,124.2,792,0
0077923632,90.7,124.4,792,0
0078013748,90.7,124.2,792,0
0078103736,90.7,124.2,792,0
0078193864,90.7,124.4,792,0
0078273856,90.7,124.4,792,0
0078353868,90.7,124.4,792,0
0078443984,90.9,124.4,792,0
0078534004,90.9,124.4,792,0
0078614136,90.9,124.4,792,0
0078704152,90.9,124.4,792,0
0078794164,90.9,124.4,792,0
0078874296,90.9,124.4,792,0
0078954304,90.9,124.4,792,0
0079044400,90.9,124.5,792,0
0079134516,90.9,124.5,792,0
0079214424,91.0,124.5,792,0
0079294504,90.9,124.5,792,0
0079384520,91.0,124.5,791,0
0079474636,91.0,124.5,792,0
0079554624,91.0,124.5,792,0
0079644740,91.0,124.5,792,0
0079734736,91.0,124.4,792,0
0079824852,91.1,124.5,792,0
0079904844,91.0,124.7,792,0
0079994964,91.1,124.5,792,0
0080084956,91.1,124.7,792,0
0080174968,91.1,124.7,792,0
0080254960,91.1,124.7,792,0
0080345056,91.1,124.7,792,0
0080435172,91.1,124.5,792,0
0080525188,91.1,124.5,792,0
0080605300,91.1,124.7,792,0
0080695292,91.1,124.7,792,0
0080785308,91.1,124.7,792,0
0080875420,91.1,124.7,792,0
0080955432,91.1,124.7,792,0
0081045548,91.1,124.7,792,0
0081135564,91.1,124.5,792,0
0081225556,91.1,124.7,792,0
0081305776,91.1,124.7,792,0
0081395792,91.1,124.7,792,0
0081485908,91.1,124.7,792,0
0081575820,91.1,124.7,792,0
0081655936,91.2,124.7,792,0
0081745932,91.1,124.7,792,0
0081836068,91.1,124.7,792,0
0081926168,91.2,124.7,792,0
0082006072,91.1,124.7,792,0
0082096184,91.2,124.7,792,0
0082186296,91.2,124.7,792,0
0082276288,91.2,124.8,792,0
0082356396,91.1,124.7,792,0
0082446388,91.2,124.7,792,0
0082536500,91.2,124.8,792,0
0082626496,91.2,124.7,792,0
0082706484,91.2,124.7,792,0
0082796596,91.2,124.8,792,0
0082886612,91.2,124.8,791,0
0082976704,91.2,124.7,792,0
0083056816,91.2,124.7,792,0
0083146808,91.3,124.8,792,0
0083236824,91.2,124.8,792,0
0083326936,91.2,124.8,792,0
0083406924,91.3,124.8,792,0
0083486936,91.3,124.8,792,0
0083577028,91.3,124.8,792,0
0083667040,91.3,124.7,792,0
0083747172,91.3,124.8,792,0
0083837168,91.3,124.8,792,0
0083927284,91.3,124.8,792,0
0084007292,91.3,124.8,792,0
0084087300,91.5,125.0,792,0
0084177412,91.3,124.8,792,0
0084267424,91.3,124.8,792,0
0084347512,91.5,124.8,792,0
0084427520,91.5,125.0,791,0
0084517516,91.5,124.8,792,0
0084607608,91.3,124.8,792,0
0084687616,91.3,125.0,792,0
0084777728,91.5,124.8,792,0
0084867724,91.3,124.8,792,0
0084957816,91.5,125.0,792,0
0085037828,91.5,125.0,792,0
0085127940,91.5,125.0,792,0
0085217956,91.6,125.0,792,0
0085307964,91.5,125.0,792,0
0085387976,91.5,125.0,792,0
0085468092,91.5,125.0,792,0
0085558096,91.5,125.0,792,0
0085648212,91.5,125.0,792,0
0085728208,91.5,125.0,792,0
0085818320,91.5,125.0,792,0
0085908356,91.6,125.0,792,0
0085988448,91.5,125.0,792,0
0086068456,91.6,124.8,792,0
0086158568,91.5,125.0,792,0
0086248564,91.6,125.0,792,0
0086328672,91.5,125.0,792,0
0086408684,91.6,125.0,792,0
0086498676,91.6,125.0,792,0
0086588788,91.6,125.0,792,0
0086668780,91.6,125.0,792,0
0086758796,91.6,125.0,792,0
0086848888,91.6,125.0,792,0
0086939000,91.6,124.8,792,0
0087018992,91.7,125.0,792,0
0087109084,91.6,125.0,792,0
0087199080,91.6,125.0,792,0
0087289072,91.7,125.0,792,0
0087369184,91.6,125.0,792,0
0087459176,91.7,125.0,792,0
0087549272,91.6,125.0,792,0
0087639368,91.6,125.0,792,0
0087719276,91.7,125.0,792,0
0087809352,91.7,125.0,791,0
0087899348,91.6,125.0,792,0
0087989464,91.6,125.0,792,0
0088069456,91.7,125.0,792,0
0088159548,91.6,125.0,792,0
0088249544,91.7,125.0,792,0
0088339536,91.7,125.0,792,0
0088419648,91.7,125.0,792,0
0088499760,91.7,125.0,792,0
0088589772,91.7,125.0,792,0
0088679804,91.7,125.0,792,0
0088759796,91.6,125.0,792,0
0088850012,91.7,125.0,792,0
0088940024,91.6,125.0,792,0
0089020036,91.7,124.8,792,0
0089100156,91.6,125.0,792,0
0089190164,91.6,125.0,792,0
0089280280,91.7,125.0,792,0
0089360188,91.7,125.0,792,0
0089440308,91.7,125.0,792,0
0089530300,91.6,125.0,792,0
0089620416,91.7,125.0,792,0
0089700548,91.7,124.8,792,0
0089790564,91.7,124.8,792,0
0089880556,91.7,124.8,792,0
0089970672,91.7,125.0,792,0
0090050680,91.7,124.8,792,0
0090140796,91.6,124.8,792,0
0090230812,91.7,124.8,792,0
0090320924,91.7,124.8,792,0
0090400952,91.7,124.8,792,0
0090491068,91.7,124.8,792,0
0090581100,91.7,124.8,792,0
0090671216,91.7,124.8,792,0
0090751224,91.7,124.8,792,0
0090841240,91.7,125.0,792,0
0090931360,91.7,124.8,792,0
0091021352,91.7,124.8,792,0
0091101464,91.7,124.8,792,0
0091191476,91.7,124.8,792,0
0091281616,91.7,124.8,792,0
0091371628,91.7,124.8,792,0
0091451640,91.7,124.8,792,0
0091541756,91.7,124.8,792,0
0091631792,91.7,124.8,792,0
0091721912,91.7,124.8,792,0
0091801924,91.7,124.8,792,0
0091892056,91.7,124.8,792,0
0091981948,91.7,124.7,792,0
0092072064,91.7,124.8,792,0
0092152196,91.7,124.8,792,0
0092242312,91.7,124.8,792,0
0092332324,91.7,124.8,792,0
0092422316,91.7,124.8,792,0
0092502428,91.7,124.7,792,0
0092592440,91.7,124.8,792,0
0092682556,91.7,124.7,792,0
0092772572,91.7,124.8,792,0
0092852560,91.7,124.7,792,0
0092942676,91.7,124.8,792,0
0093032768,91.7,124.8,792,0
0093122764,91.7,124.8,792,0
0093202892,91.7,124.7,792,0
0093292908,91.7,124.7,792,0
0093382920,91.7,124.7,792,0
0093472916,91.8,124.8,792,0
0093553028,91.7,124.7,792,0
0093633040,91.7,124.7,792,0
0093723156,91.7,124.8,791,0
0093813168,91.7,124.7,792,0
0093893300,91.8,124.7,792,0
0093983316,91.7,124.7,792,0
0094073456,91.7,124.7,792,0
0094153468,91.7,124.7,792,0
0094233488,91.7,124.7,792,0
0094323604,91.7,124.8,792,0
0094413612,91.7,124.7,792,0
0094493728,91.7,124.7,792,0
0094573760,91.7,124.7,792,0
0094663756,91.7,124.7,792,0
0094753872,91.7,124.7,792,0
0094833884,91.8,124.7,792,0
0094923876,91.7,124.7,792,0
0095014092,91.7,124.7,792,0
0095104088,91.7,124.7,792,0
0095184076,91.7,124.7,792,0
0095274076,91.8,124.7,792,0
0095364168,91.7,124.7,792,0
0095454184,91.7,124.7,792,0
0095534272,91.7,124.7,792,0
0095624368,91.8,124.7,792,0
0095714364,91.7,124.7,792,0
0095804380,91.8,124.7,792,0
0095884376,91.8,124.7,792,0
0095974472,91.8,124.7,792,0
0096064584,91.8,124.7,792,0
0096154560,91.8,124.7,792,0
0096234668,91.8,124.7,792,0
0096324664,91.8,124.7,792,0
0096414656,91.8,124.7,792,0
0096504664,91.8,124.7,792,0
0096584860,91.8,124.7,792,0
0096674856,91.8,124.7,792,0
0096764828,91.8,124.7,792,0
0096854836,91.8,124.7,792,0
0096934936,91.8,124.5,792,0
0097025032,91.9,124.7,792,0
0097115024,91.8,124.5,792,0
0097205016,91.8,124.7,792,0
0097285016,91.8,124.5,792,0
0097365104,91.8,124.5,792,0
0097455220,91.8,124.7,792,0
0097545212,91.8,124.7,792,0
0097625304,91.9,124.5,792,0
0097715300,91.8,124.7,792,0
0097805296,91.8,124.5,792,0
0097895388,91.9,124.5,792,0
0097975400,91.9,124.5,792,0
0098065476,91.8,124.5,792,0
0098155472,91.9,124.5,792,0
0098245572,91.9,124.5,792,0
0098325568,91.8,124.7,792,0
0098415560,91.8,124.7,792,0
0098505672,91.8,124.7,792,0
0098595688,91.9,124.5,792,0
0098675796,91.9,124.5,792,0
0098765832,91.9,124.5,792,0
0098855948,91.8,124.5,792,0
0098945960,91.9,124.5,792,0
0099026072,91.9,124.7,792,0
0099116088,91.8,124.5,792,0
0099206184,91.8,124.5,792,0
0099296092,91.8,124.5,792,0
0099376208,91.8,124.7,792,0
0099466320,91.8,124.5,792,0
0099556316,91.9,124.7,792,0
0099646412,91.9,124.5,792,0
0099726424,91.9,124.5,792,0
0099816440,91.9,124.5,792,0
0099906536,91.9,124.5,792,0
0099996652,91.8,124.5,792,0
0100076524,91.9,124.5,792,0
0100166648,91.9,124.5,792,0
0100256748,91.9,124.5,792,0
0100346748,91.9,124.5,792,0
0100426848,91.9,124.5,792,0
0100516948,91.9,124.5,792,0
0100606868,91.9,124.5,792,0
0100696972,91.9,124.5,792,0
0100776968,91.9,124.5,792,0
0100867068,92.0,124.5,792,0
0100957068,92.0,124.5,792,0
0101047192,91.9,124.4,792,0
0101127192,92.0,124.5,792,0
0101217192,92.0,124.5,792,0
0101307316,92.0,124.5,792,0
0101397420,91.9,124.4,792,0
0101477420,91.9,124.4,792,0
0101567544,92.0,124.4,792,0
0101657464,91.9,124.5,792,0
0101747568,91.9,124.5,792,0
0101827668,91.9,124.4,792,0
0101917672,91.9,124.4,792,0
0102007692,91.9,124.5,792,0
0102097796,92.0,124.4,792,0
0102177796,92.0,124.5,792,0
0102267904,92.0,124.4,792,0
0102358028,92.0,124.4,792,0
0102448012,91.9,124.4,792,0
0102528108,91.9,124.5,792,0
0102618104,92.0,124.4,792,0
0102708100,92.0,124.4,792,0
0102798200,92.0,124.4,792,0
0102878196,92.0,124.5,792,0
0102968316,92.0,124.4,792,0
0103058316,92.0,124.4,792,0
0103148312,92.0,124.4,792,0
0103228416,92.0,124.5,792,0
0103308512,92.0,124.5,792,0
0103398392,92.0,124.4,792,0
0103488496,92.0,124.5,792,0
0103568508,92.0,124.5,792,0
0103658612,92.0,124.4,792,0
0103748608,92.0,124.4,792,0
0103838732,92.0,124.5,792,0
0103918828,92.0,124.5,792,0
0104008832,92.2,124.5,792,0
0104098828,92.0,124.5,792,0
0104188932,92.0,124.5,792,0
0104268908,92.0,124.5,792,0
0104359008,92.0,124.5,792,0
0104448992,92.0,124.5,792,0
0104538988,92.0,124.5,792,0
0104619088,92.0,124.5,792,0
0104709068,92.0,124.7,792,0
